rank,finalWorth,category,personName,age,country,source,industries,selfMade,status,gender,date,gdp_country,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country
766,3700,fashion & retail,horst paulmann & family,88.0,chile,retail,fashion & retail,True,U,M,2023-04-04 05:01:00,282318159745,101.4,80.0,18.2,34.0,18952038.0
766,3700,service,anthony pritzker,62.0,united states,"hotels, investments",service,False,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
766,3700,technology,john sall,75.0,united states,software,technology,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
766,3700,food & beverage,howard schultz,69.0,united states,starbucks,food & beverage,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
766,3700,fashion & retail,richard schulze,82.0,united states,best buy,fashion & retail,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
766,3700,real estate,yitzhak tshuva,74.0,israel,real estate,real estate,True,D,M,2023-04-04 05:01:00,395098666122,104.9,82.8,23.1,25.3,9053300.0
766,3700,manufacturing,wang yanqing & family,56.0,china,electrical equipment,manufacturing,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
787,3600,diversified,rajiv bajaj,56.0,india,diversified,diversified,False,Split Family Fortune,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
787,3600,diversified,sanjiv bajaj,53.0,india,diversified,diversified,False,Split Family Fortune,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
787,3600,finance & investments,leonid boguslavsky,71.0,italy,venture capital,finance & investments,True,D,M,2023-04-04 05:01:00,2001244392042,101.9,82.9,24.3,59.1,60297396.0
787,3600,finance & investments,jim coulter,63.0,united states,private equity,finance & investments,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
787,3600,automotive,nicolas d'ieteren,47.0,switzerland,"auto parts, distribution",automotive,False,N,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
787,3600,real estate,bob gaglardi,82.0,canada,hotels,real estate,True,U,M,2023-04-04 05:01:00,1736425629520,100.9,81.9,12.8,24.5,36991981.0
787,3600,finance & investments,jaime gilinski bacal,65.0,united kingdom,banking,finance & investments,False,D,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
787,3600,finance & investments,alan howard,59.0,switzerland,hedge funds,finance & investments,True,U,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
787,3600,automotive,huang yi,61.0,china,car dealerships,automotive,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
787,3600,finance & investments,peter kellogg,80.0,united states,investments,finance & investments,False,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
787,3600,finance & investments,vyacheslav kim,53.0,kazakhstan,fintech,finance & investments,True,U,M,2023-04-04 05:01:00,180161741180,104.4,73.2,11.7,28.4,18513930.0
787,3600,finance & investments,josh kushner,37.0,united states,venture capital,finance & investments,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
787,3600,finance & investments,"stephen mandel, jr.",67.0,united states,hedge funds,finance & investments,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
787,3600,diversified,mohamed mansour,75.0,united kingdom,diversified,diversified,True,U,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
787,3600,fashion & retail,masahiro miki,67.0,japan,shoes,fashion & retail,True,U,M,2023-04-04 05:01:00,5081769542380,98.8,84.2,11.9,46.7,126226568.0
787,3600,technology,masahiro noda,84.0,japan,software,technology,True,U,M,2023-04-04 05:01:00,5081769542380,98.8,84.2,11.9,46.7,126226568.0
787,3600,technology,cliff obrecht,37.0,australia,software,technology,True,D,M,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
787,3600,technology,melanie perkins,35.0,australia,software,technology,True,D,F,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
787,3600,finance & investments,j.b. pritzker,58.0,united states,"hotels, investments",finance & investments,False,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
787,3600,fashion & retail,juan roig,73.0,spain,supermarkets,fashion & retail,False,D,M,2023-04-04 05:01:00,1394116310769,102.7,83.3,14.2,47.0,47076781.0
787,3600,real estate,jerry speyer & family,82.0,united states,real estate,real estate,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
787,3600,fashion & retail,lawrence stroll,63.0,switzerland,fashion investments,fashion & retail,True,U,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
787,3600,food & beverage,wang junlin,60.0,china,liquor,food & beverage,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
787,3600,automotive,xia zuoquan,61.0,china,"automobiles, batteries",automotive,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
787,3600,technology,zeng fangqin,57.0,china,smartphone components,technology,True,D,F,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
787,3600,manufacturing,zhang jian,54.0,china,"electric bikes, scooters",manufacturing,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
818,3500,fashion & retail,rocco basilico,33.0,united states,eyeglasses,fashion & retail,False,N,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
818,3500,healthcare,maurizio billi,65.0,brazil,generic drugs,healthcare,False,U,M,2023-04-04 05:01:00,1839758040766,115.4,75.7,14.2,65.1,212559417.0
818,3500,finance & investments,fashu chen,62.0,china,investments,finance & investments,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
818,3500,manufacturing,giuseppe crippa & family,87.0,italy,microchip testing,manufacturing,True,U,M,2023-04-04 05:01:00,2001244392042,101.9,82.9,24.3,59.1,60297396.0
818,3500,finance & investments,daniel d'aniello,76.0,united states,private equity,finance & investments,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
818,3500,fashion & retail,claudio del vecchio,66.0,united states,eyeglasses,fashion & retail,False,N,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
818,3500,fashion & retail,clemente del vecchio,18.0,italy,eyeglases,fashion & retail,False,N,M,2023-04-04 05:01:00,2001244392042,101.9,82.9,24.3,59.1,60297396.0
818,3500,fashion & retail,leonardo maria del vecchio,27.0,italy,eyeglasses,fashion & retail,False,N,M,2023-04-04 05:01:00,2001244392042,101.9,82.9,24.3,59.1,60297396.0
818,3500,fashion & retail,luca del vecchio,21.0,italy,eyeglasses,fashion & retail,False,N,M,2023-04-04 05:01:00,2001244392042,101.9,82.9,24.3,59.1,60297396.0
818,3500,fashion & retail,marisa del vecchio,64.0,italy,eyeglasses,fashion & retail,False,N,F,2023-04-04 05:01:00,2001244392042,101.9,82.9,24.3,59.1,60297396.0
818,3500,fashion & retail,paola del vecchio,61.0,luxembourg,eyeglasses,fashion & retail,False,N,F,2023-04-04 05:01:00,71104919108,102.3,82.1,26.5,20.4,645397.0
818,3500,finance & investments,walter p.j. droege,70.0,germany,investing,finance & investments,True,D,M,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
818,3500,fashion & retail,fan daidi,57.0,china,skincare,fashion & retail,True,N,F,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
818,3500,technology,peter gassner,58.0,united states,software,technology,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
818,3500,energy,mikhail gutseriev,65.0,russia,"oil, coal, real estate",energy,True,U,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
818,3500,food & beverage,leng youbin,54.0,china,infant formula,food & beverage,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
818,3500,finance & investments,daniel loeb,61.0,united states,hedge funds,finance & investments,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
818,3500,food & beverage,margarita louis-dreyfus & family,60.0,switzerland,commodities,food & beverage,False,D,F,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
818,3500,healthcare,prasert prasarttong-osoth,90.0,thailand,hospitals,healthcare,True,U,M,2023-04-04 05:01:00,543649976166,99.8,76.9,14.9,29.5,69625582.0
818,3500,finance & investments,ira rennert,88.0,united states,investments,finance & investments,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
818,3500,fashion & retail,dirk rossmann & family,76.0,germany,drugstores,fashion & retail,True,U,M,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
818,3500,construction & engineering,arkady rotenberg,71.0,russia,"construction, pipes, banking",construction & engineering,True,U,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
818,3500,fashion & retail,remo ruffini,61.0,italy,winter jackets,fashion & retail,True,U,M,2023-04-04 05:01:00,2001244392042,101.9,82.9,24.3,59.1,60297396.0
818,3500,automotive,vivek chaand sehgal,66.0,india,auto parts,automotive,True,U,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
818,3500,finance & investments,scott shleifer,45.0,united states,private equity,finance & investments,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
818,3500,technology,thomas siebel,70.0,united states,business software,technology,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
818,3500,manufacturing,wim van der leegte & family,75.0,netherlands,manufacturing,manufacturing,False,U,M,2023-04-04 05:01:00,909070395161,104.2,81.8,23.0,41.2,17332850.0
818,3500,diversified,xiao yongming & family,58.0,china,fertilizer,diversified,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
818,3500,technology,michael xie,54.0,united states,cybersecurity,technology,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
818,3500,logistics,yang shaopeng,65.0,china,shipping,logistics,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
818,3500,fashion & retail,nicoletta zampillo,65.0,monaco,eyeglasses,fashion & retail,False,N,F,2023-04-04 05:01:00,7184844193,101.8,78.5,9.6,43.84686591946866,38964.0
818,3500,manufacturing,barry zekelman,56.0,canada,steel,manufacturing,False,U,M,2023-04-04 05:01:00,1736425629520,100.9,81.9,12.8,24.5,36991981.0
852,3400,finance & investments,william ackman,56.0,united states,hedge funds,finance & investments,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
852,3400,energy,somphote ahunai,55.0,thailand,renewable energy,energy,True,D,M,2023-04-04 05:01:00,543649976166,99.8,76.9,14.9,29.5,69625582.0
852,3400,metals & mining,igor altushkin,52.0,russia,metals,metals & mining,True,U,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
852,3400,food & beverage,ramon ang,69.0,philippines,diversified,food & beverage,True,U,M,2023-04-04 05:01:00,376795508680,107.5,71.1,14.0,43.1,108116615.0
852,3400,food & beverage,acharya balkrishna,50.0,india,consumer goods,food & beverage,True,U,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
852,3400,manufacturing,markus blocher,52.0,switzerland,chemicals,manufacturing,False,U,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
852,3400,finance & investments,cho jung-ho,64.0,south korea,finance,finance & investments,False,U,M,2023-04-04 05:01:00,2029000000000,98.1,82.6,15.6,33.2,51709098.0
852,3400,food & beverage,alessandra garavoglia,63.0,italy,spirits,food & beverage,False,U,F,2023-04-04 05:01:00,2001244392042,101.9,82.9,24.3,59.1,60297396.0
852,3400,fashion & retail,laurence graff & family,84.0,switzerland,diamond jewelry,fashion & retail,True,E,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
852,3400,media & entertainment,"amos hostetter, jr.",86.0,united states,cable television,media & entertainment,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
852,3400,sports,robert johnson,75.0,united states,"johnson & johnson, sports",sports,False,N,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
852,3400,finance & investments,steven klinsky,66.0,united states,investments,finance & investments,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
852,3400,fashion & retail,william lauder,62.0,united states,estee lauder,fashion & retail,False,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
852,3400,food & beverage,john middleton,68.0,united states,tobacco,food & beverage,False,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
852,3400,fashion & retail,hiroshi mikitani,58.0,japan,online retail,fashion & retail,True,D,M,2023-04-04 05:01:00,5081769542380,98.8,84.2,11.9,46.7,126226568.0
852,3400,technology,bob parsons,72.0,united states,web hosting,technology,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
852,3400,finance & investments,j. joe ricketts & family,81.0,united states,td ameritrade,finance & investments,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
852,3400,real estate,herb simon,88.0,united states,real estate,real estate,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
852,3400,healthcare,leena tewari,65.0,india,pharmaceuticals,healthcare,False,D,F,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
852,3400,media & entertainment,stefan von holtzbrinck,59.0,germany,publishing,media & entertainment,False,U,M,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
852,3400,food & beverage,hans peter wild,81.0,switzerland,flavorings,food & beverage,False,D,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
852,3400,healthcare,wu guanjiang & family,54.0,china,pharmaceuticals,healthcare,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
852,3400,technology,yi zheng,52.0,china,software,technology,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
852,3400,technology,eric yuan & family,53.0,united states,zoom video communications,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
852,3400,media & entertainment,charles zegar,75.0,united states,bloomberg lp,media & entertainment,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
878,3300,construction & engineering,mohed altrad,75.0,france,"scaffolding, cement mixers",construction & engineering,True,D,M,2023-04-04 05:01:00,2715518274227,102.5,82.5,24.2,60.7,67059887.0
878,3300,finance & investments,john arnold,49.0,united states,hedge funds,finance & investments,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
878,3300,manufacturing,bill austin,81.0,united states,hearing aids,manufacturing,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
878,3300,manufacturing,chen shibin,56.0,china,quartz products,manufacturing,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
878,3300,food & beverage,bennett dorrance,77.0,united states,campbell soup,food & beverage,False,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
878,3300,food & beverage,walter faria,68.0,brazil,beer,food & beverage,True,E,M,2023-04-04 05:01:00,1839758040766,115.4,75.7,14.2,65.1,212559417.0
878,3300,automotive,walter frey,79.0,switzerland,car dealerships,automotive,False,U,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
878,3300,technology,fu liquan & family,55.0,china,surveillance equipment,technology,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
878,3300,real estate,john gandel,88.0,australia,shopping malls,real estate,False,E,M,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
878,3300,construction & engineering,peter gilgan,72.0,canada,homebuilding,construction & engineering,True,U,M,2023-04-04 05:01:00,1736425629520,100.9,81.9,12.8,24.5,36991981.0
878,3300,diversified,kwek leng beng,82.0,singapore,diversified,diversified,False,U,M,2023-04-04 05:01:00,372062527489,100.6,83.1,13.1,21.0,5703569.0
